model_name,summary,capabilities,primary_version,version_name,size,context,input,usage_command,updated_at
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:14b-qwen-distill-q4_K_M,9.0GB,128K,Text,ollama pull deepseek-r1:14b-qwen-distill-q4_K_M,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:14b-qwen-distill-q8_0,16GB,128K,Text,ollama pull deepseek-r1:14b-qwen-distill-q8_0,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:14b-qwen-distill-fp16,30GB,128K,Text,ollama pull deepseek-r1:14b-qwen-distill-fp16,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:32b-qwen-distill-q4_K_M,20GB,128K,Text,ollama pull deepseek-r1:32b-qwen-distill-q4_K_M,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:32b-qwen-distill-q8_0,35GB,128K,Text,ollama pull deepseek-r1:32b-qwen-distill-q8_0,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:32b-qwen-distill-fp16,66GB,128K,Text,ollama pull deepseek-r1:32b-qwen-distill-fp16,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:70b-llama-distill-q4_K_M,43GB,128K,Text,ollama pull deepseek-r1:70b-llama-distill-q4_K_M,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:70b-llama-distill-q8_0,75GB,128K,Text,ollama pull deepseek-r1:70b-llama-distill-q8_0,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:70b-llama-distill-fp16,141GB,128K,Text,ollama pull deepseek-r1:70b-llama-distill-fp16,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:671b-0528-q4_K_M,404GB,160K,Text,ollama pull deepseek-r1:671b-0528-q4_K_M,8 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:671b-0528-q8_0,713GB,160K,Text,ollama pull deepseek-r1:671b-0528-q8_0,8 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:671b-0528-fp16,1.3TB,160K,Text,ollama pull deepseek-r1:671b-0528-fp16,8 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:671b-q4_K_M,404GB,160K,Text,ollama pull deepseek-r1:671b-q4_K_M,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:671b-q8_0,713GB,160K,Text,ollama pull deepseek-r1:671b-q8_0,9 months ago
deepseek-r1,"DeepSeek-R1 is a family of open reasoning models with performance approaching that of leading models, such as O3 and Gemini 2.5 Pro.","tools,thinking",1.5b,deepseek-r1:671b-fp16,1.3TB,160K,Text,ollama pull deepseek-r1:671b-fp16,9 months ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:latest,638MB,2K,Text,ollama pull tinyllama:latest,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:chat,638MB,2K,Text,ollama pull tinyllama:chat,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:v0.6,638MB,2K,Text,ollama pull tinyllama:v0.6,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:v1,638MB,2K,Text,ollama pull tinyllama:v1,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b,638MB,2K,Text,ollama pull tinyllama:1.1b,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat,638MB,2K,Text,ollama pull tinyllama:1.1b-chat,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q2_K,483MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q2_K,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q3_K_S,500MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q3_K_S,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q3_K_M,551MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q3_K_M,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q3_K_L,593MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q3_K_L,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q4_0,638MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q4_0,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q4_1,702MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q4_1,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q4_K_S,644MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q4_K_S,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q4_K_M,669MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q4_K_M,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q5_0,767MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q5_0,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q5_1,832MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q5_1,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q5_K_S,767MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q5_K_S,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q5_K_M,783MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q5_K_M,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q6_K,904MB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q6_K,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-q8_0,1.2GB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-q8_0,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v0.6-fp16,2.2GB,2K,Text,ollama pull tinyllama:1.1b-chat-v0.6-fp16,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q2_K,483MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q2_K,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q3_K_S,500MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q3_K_S,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q3_K_M,551MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q3_K_M,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q3_K_L,593MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q3_K_L,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q4_0,638MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q4_0,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q4_1,702MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q4_1,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q4_K_S,644MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q4_K_S,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q4_K_M,669MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q4_K_M,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q5_0,767MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q5_0,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q5_1,832MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q5_1,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q5_K_S,767MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q5_K_S,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q5_K_M,783MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q5_K_M,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q6_K,904MB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q6_K,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-q8_0,1.2GB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-q8_0,2 years ago
tinyllama,The TinyLlama project is an open endeavor to train a compact 1.1B Llama model on 3 trillion tokens.,,1.1b,tinyllama:1.1b-chat-v1-fp16,2.2GB,2K,Text,ollama pull tinyllama:1.1b-chat-v1-fp16,2 years ago
mxbai-embed-large,State-of-the-art large embedding model from mixedbread.ai,embedding,335m,mxbai-embed-large:latest,670MB,512,Text,ollama pull mxbai-embed-large:latest,1 year ago
mxbai-embed-large,State-of-the-art large embedding model from mixedbread.ai,embedding,335m,mxbai-embed-large:v1,670MB,512,Text,ollama pull mxbai-embed-large:v1,1 year ago
mxbai-embed-large,State-of-the-art large embedding model from mixedbread.ai,embedding,335m,mxbai-embed-large:335m,670MB,512,Text,ollama pull mxbai-embed-large:335m,1 year ago
mxbai-embed-large,State-of-the-art large embedding model from mixedbread.ai,embedding,335m,mxbai-embed-large:335m-v1-fp16,670MB,512,Text,ollama pull mxbai-embed-large:335m-v1-fp16,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:latest,5.5GB,32K,Text,ollama pull minicpm-v:latest,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b,5.5GB,32K,Text,ollama pull minicpm-v:8b,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q2_K,4.1GB,32K,Text,ollama pull minicpm-v:8b-2.6-q2_K,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q3_K_S,4.5GB,32K,Text,ollama pull minicpm-v:8b-2.6-q3_K_S,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q3_K_M,4.9GB,32K,Text,ollama pull minicpm-v:8b-2.6-q3_K_M,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q3_K_L,5.1GB,32K,Text,ollama pull minicpm-v:8b-2.6-q3_K_L,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q4_0,5.5GB,32K,Text,ollama pull minicpm-v:8b-2.6-q4_0,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q4_1,5.9GB,32K,Text,ollama pull minicpm-v:8b-2.6-q4_1,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q4_K_S,5.5GB,32K,Text,ollama pull minicpm-v:8b-2.6-q4_K_S,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q4_K_M,5.7GB,32K,Text,ollama pull minicpm-v:8b-2.6-q4_K_M,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q5_0,6.4GB,32K,Text,ollama pull minicpm-v:8b-2.6-q5_0,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q5_1,6.8GB,32K,Text,ollama pull minicpm-v:8b-2.6-q5_1,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q5_K_S,6.4GB,32K,Text,ollama pull minicpm-v:8b-2.6-q5_K_S,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q5_K_M,6.5GB,32K,Text,ollama pull minicpm-v:8b-2.6-q5_K_M,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q6_K,7.3GB,32K,Text,ollama pull minicpm-v:8b-2.6-q6_K,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-q8_0,9.1GB,32K,Text,ollama pull minicpm-v:8b-2.6-q8_0,1 year ago
minicpm-v,A series of multimodal LLMs (MLLMs) designed for vision-language understanding.,vision,8b,minicpm-v:8b-2.6-fp16,16GB,32K,Text,ollama pull minicpm-v:8b-2.6-fp16,1 year ago
gemma3,"The current, most capable model that runs on a single GPU.","vision,cloud",270m,gemma3:latest,3.3GB,128K,"Text, Image",ollama pull gemma3:latest,11 months ago
gemma3,"The current, most capable model that runs on a single GPU.","vision,cloud",270m,gemma3:270m,292MB,32K,Text,ollama pull gemma3:270m,7 months ago
gemma3,"The current, most capable model that runs on a single GPU.","vision,cloud",270m,gemma3:1b,815MB,32K,Text,ollama pull gemma3:1b,11 months ago
gemma3,"The current, most capable model that runs on a single GPU.","vision,cloud",270m,gemma3:4b,3.3GB,128K,"Text, Image",ollama pull gemma3:4b,11 months ago
gemma3,"The current, most capable model that runs on a single GPU.","vision,cloud",270m,gemma3:12b,8.1GB,128K,"Text, Image",ollama pull gemma3:12b,11 months ago
